"V1" "V2" "V3" "V4"
"1" 2.44504993816407 0.243950041788695 -0.0984047875083367 -0.144116818948163
"2" 1.260083781888 -0.187210116791694 -0.28745897581786 0.533491858381275
"3" 1.2217857398814 0.420239815047253 -0.118094681494385 0.67037643820341
"4" 0.11032138650009 0.0534468359568801 -0.0191643464880015 3.09526595180738
"5" 2.10453147942648 -0.158820063569146 -0.499462012258096 0.510738069233128
"6" 1.20293173265691 -0.259478972299158 -0.15345298846907 0.235111180920679
"7" 1.7422033082187 -0.21007188688939 -0.195445011230717 0.132398397212149
"8" 0.953433565302508 0.00869715212066303 0.388342691573535 0.384266297583392
"9" 0.166744259653091 -0.0380165818389015 0.0330856512576605 2.07549446703498
"10" 1.12321687576123 -0.206963271371159 0.0677397759383002 0.284510727825513
"11" 1.09393700960037 -0.0663046552964876 0.171395226530373 0.5257172043497
"12" 2.6059233991339 0.20872353383814 -0.346060893131201 -0.218577519649291
"13" 1.52351968650956 -0.41580471740453 -0.2055283161674 0.24437725928173
"14" 1.26155548458206 -0.0702888849795682 0.100117172432288 -0.00343113249899198
"15" 1.25139773814921 -0.0420060138020527 -0.19305042596004 0.361122819660108
"16" 1.01232936195464 0.235502305866689 -0.0109796268169383 0.316302196646792
"17" 1.15674232940589 -0.450557901425865 0.176537411750523 0.239970671751878
"18" 1.43891596730418 -0.0683831486082517 -0.177255699317228 0.227274843656972
"19" 1.66451441863424 0.0943426771622081 0.325051210747876 -0.0216322484428813
"20" 1.41007899668899 -0.0163338897880148 0.0428715792926121 0.144101510810795
"21" 0.719228926208133 0.352743186563879 0.231197683080802 0.421705552838854
"22" 0.496285172743918 0.21323058598931 0.0424749588793247 0.237504214307501
"23" 1.51092280835413 0.72983088235734 -0.183702803560117 0.144337984155366
"24" 1.17444080616275 0.467602681951293 -0.0744350366391371 0.132577430620246
"25" 2.36864673466964 0.157476236822129 0.543014539304194 -0.143665485411901
"26" 0.703443443339544 -0.0131342165295479 0.0930104181170781 0.0525464964497006
"27" 0.824444184196583 -0.042100525351582 0.00226617629529408 0.593294285027011
"28" 1.18615214301359 -0.00544376447079632 0.160840754289033 0.00354270725462034
"29" 1.4135088895322 0.124790366700108 0.338056534809533 0.576342451333734
"30" 0.504122611516867 0.0845917374261841 0.2070460164969 0.0788128083593829
"31" 1.21141975437954 0.441849000100757 -0.0909089301003213 0.125898364756401
"32" 1.70979371902871 -0.303134531459325 0.302112520783844 -0.0712853320476636
"33" 0.358195381586998 0.108113396271291 0.0614525447373286 0.00727874873162876
"34" 2.06648852851949 -0.0205325030759762 0.520120585383562 -0.153415086482912
"35" 0.877025458451692 -0.233450361125096 0.643262584249804 0.625305895314317
"36" 0.364925839880308 0.617272645176301 0.570922340035214 0.49276357811402
