"V1" "V2" "V3"
"1" 2.26324521683341 -0.172231567713249 0.363030105830914
"2" 1.61842262311002 0.390751609709818 -0.111331869418795
"3" 1.73926265960376 0.269029976432194 0.464040246747755
"4" 2.53242001405583 1.07060343397615 -0.214572971635417
"5" 2.257318284054 0.478613690124896 0.0764173826473916
"6" 1.3389629895981 0.172242805493473 -0.145046644133429
"7" 1.74365022010705 0.127279069174059 -0.0470835149709284
"8" 1.40949061980335 -0.197621973959724 -0.105504416438275
"9" 1.89578398657802 0.757845744918106 -0.208909657432374
"10" 1.39450940360124 0.0313080689683156 -0.188629598966406
"11" 1.60925726900509 0.0593520434907501 -0.129124187249503
"12" 2.19564643189269 -0.00826721347504153 0.433430714648001
"13" 1.64763451422387 0.201169885772709 -0.285190396423109
"14" 1.28248121639225 -0.132207351128163 -0.0551517786629496
"15" 1.47879626229316 0.25632676980775 0.0465150562740997
"16" 1.25412961201178 0.0759914104662837 0.216260766839285
"17" 1.43644732401675 -0.0646182445441894 -0.434770020805032
"18" 1.55649621712815 0.160396157958049 0.00676499044198164
"19" 1.75888968411303 -0.382048180413459 0.067039418680142
"20" 1.5343807144821 -0.0523635291791328 0.018229623199902
"21" 1.14885957231312 -0.0938018558126337 0.259645984729711
"22" 0.725934160156475 -0.0291365315376353 0.135193959027725
"23" 1.56394982555105 0.0376610175896906 0.975622633492679
"24" 1.23681225375736 -0.0108353796218778 0.617548104254416
"25" 2.46785434229798 -0.683433812264721 0.140582944529042
"26" 0.781378831134453 -0.0961876174695096 -0.0358681150835985
"27" 1.33585216067496 0.207697747398824 -0.0614016967911845
"28" 1.24672941009304 -0.222651388046368 -0.014272167023329
"29" 2.00337891624769 -0.0958112646187873 0.0745248843522418
"30" 0.641464669721566 -0.174994032679059 0.0112138369936137
"31" 1.26154962393179 -0.00533884712210954 0.534280997046547
"32" 1.75508522117269 -0.339128439165939 -0.294497099730978
"33" 0.384262825682599 -0.0795911133935866 0.0670985050320109
"34" 2.16303130412673 -0.670920174112404 -0.112590487295726
"35" 1.58251199273016 -0.179391757150441 -0.306127629500961
"36" 1.11073008065725 -0.445663312371779 0.144065059155396
