"V1" "V2"
"1" 2.4384713135084 -0.223299999154699
"2" 1.50512398525471 0.491563174237942
"3" 1.80668212557745 0.142994116337993
"4" 2.27836508246869 1.26847773554964
"5" 2.20085494294657 0.514140461473547
"6" 1.2540658951243 0.267659058005531
"7" 1.69746918295538 0.202897689972772
"8" 1.38837321878765 -0.0947613585668759
"9" 1.69253427197538 0.931367886177013
"10" 1.31374627615601 0.151173856271637
"11" 1.54397601811138 0.162434110545507
"12" 2.35622248800798 -0.0889573051564934
"13" 1.49662224858395 0.360631581028223
"14" 1.28063456377191 -0.0743776326919969
"15" 1.44358602436039 0.278413916305993
"16" 1.27967794103776 0.0440936452738219
"17" 1.24834131193145 0.150959153904981
"18" 1.5229535691479 0.205545220076327
"19" 1.83671612579498 -0.33907779010021
"20" 1.54606823185474 -0.00683498930326482
"21" 1.24690926389263 -0.140156379764248
"22" 0.771172103525795 -0.0386351250960671
"23" 1.69486746183011 -0.197694791993013
"24" 1.36328422024824 -0.169988892302106
"25" 2.62357780609498 -0.652153685410303
"26" 0.782779771005832 -0.0518575745343022
"27" 1.27317661465395 0.277247288813462
"28" 1.27142521040428 -0.162335067063499
"29" 2.03770333062053 -0.0452280930827261
"30" 0.673385395550645 -0.15474421578352
"31" 1.40519925788164 -0.150478082497664
"32" 1.65502369285312 -0.142590126177595
"33" 0.414678440183917 -0.084454186652864
"34" 2.15308833752435 -0.502813770484103
"35" 1.46193390096781 0.0114447469820472
"36" 1.20266372317239 -0.255075971634928
