"V1" "V2" "V3" "V4"
"1" -0.120953738474758 0 0 0.0769589000450697
"2" -0.142482331556811 0 0 0.621874290230289
"3" -0.0681535419066877 0 0 0.0322446313322263
"4" -0.361176823295775 0 0.000571666948234977 0.781940483123563
"5" -0.403160273462398 0 0.000723403359942406 0.685694614518633
"6" -0.131653899778916 0 0 0.0803126600538059
"7" -0.0626064717152256 0 0 0.407826746935304
"8" -0.126856094627095 0 0 0.10604588385876
"9" -0.104436244419259 0 0 0.524072364351362
"10" -0.177328578230655 0 0 0.640096188843873
"11" -0.241236965044646 0 0 0.45582605828824
"12" -0.177321503395807 0 0 0.287794246430584
"13" -0.444016892031103 0 0.000568103258020359 0.600294052559307
"14" -0.0385152451298118 0 0 0.309462625978972
"15" -0.140066540144818 0 0 0.162839642061723
"16" -0.230298704979076 0 0 0.284901718432458
"17" -0.127503923734378 0 0 0.613800524451056
"18" -0.446957614531722 0 0.000844729226220653 0.658365935083903
"19" -0.401367633330752 0 0 0.337426117360466
"20" -0.0627129656294571 0 0 0.218172331117633
"21" -0.0496689100012291 0 0 0.191027804334676
"22" -0.407302632440625 0 0.000864967082278015 0.741641691579442
"23" -0.159573639516169 0 0 0.562402257484109
"24" -0.314818494554797 0 0 0.632077659267846
"25" -0.195988293618072 0 0 0.204952654889848
"26" -0.340603352870221 0 0.000411376158407798 0.788021120264371
"27" -0.121553151067662 0 0 0.476173129391043
"28" -0.144131335587106 0 0 0.555659951770629
"29" -0.268943289523132 0 0 0.24096908469464
"30" -0.337342538869218 0 0 0.281531338853977
"31" -0.257250146318162 0 0 0.324819693762034
"32" -0.112077182322934 0 0 0.0628654483786666
"33" -0.279305697537183 0 0 0.187894788544206
"34" -0.401233499544127 0 0.000427158979403542 0.618915861566722
"35" -0.0585352146572866 0 0 0.0212343711456921
"36" -0.333947729144445 0 0 0.307663601913665
"37" -0.0674341543383278 0 0 0.116309525359745
"38" -0.460711083520956 0 0.000640324476478868 0.598693316217923
"39" -0.257341947621926 0 0 0.139413563498848
"40" -0.0182459620431886 0 0 0.135524163203645
