"V1" "V2" "V3"
"1" -0.0374384033795034 -0.00189996749643673 1.34613562692942
"2" 0.06707161988334 0.0573636148372759 0.908747789113919
"3" 0.0573182219164234 -0.0558689305703156 0.140581390347752
"4" 0.0310395006058461 0.636991267881068 0.0019097227022246
"5" -0.0248556549484547 0.0492500323665012 1.41354361044071
"6" 0.0220000751967116 0.0109729989474755 0.385778879652187
"7" 0.0134993794359931 -0.0131080139551918 0.238526381828174
"8" 0.0751245200529943 1.90598618817848 0.020146517579007
"9" 1.74465754537549 0.00444179047902494 0.0344149967029053
"10" 2.31631351339755 0.00115804743635369 0.0112612020383041
"11" 2.16540675847831 0.020084643369386 0.00780832114952456
"12" -0.0355853155172388 0.466013007599504 0.0248867448972177
"13" 0.0381814557955254 0.944252986465997 -0.0434095667198054
"14" 0.299523222055676 0.00951485372270314 0.010132651856358
"15" 0.012500371222859 0.00684800590756779 0.643865175624552
"16" 0.0184651692601497 0.722160178909284 -0.0386922171386114
"17" 0.0113223884613218 0.0479676824219068 0.315107485945864
"18" 0.0456996740301764 1.31403077237864 -0.0015602960380283
"19" 0.754336996964408 0.114074371897567 0.0194592994656964
"20" 1.36109719268281 -0.0333122636932564 0.0192601210993936
"21" 0.0124992068586408 0.195414238169271 -0.0492195129928198
"22" 1.11156308635444 0.0351957018024302 -0.00742102956000558
"23" -0.0327517794004887 -0.00620120163933904 0.554607087213874
"24" 0.0182345589856835 0.818597671214255 0.057031867748905
"25" -0.0372331123549934 0.654403091217079 0.0421793779822019
"26" 1.02610027792874 0.00817845593577518 0.0286023621884604
"27" 0.0481107030387573 1.55299959874115 -0.0251058427207959
"28" 0.0615355369624876 0.181668747907526 0.0284871452800849
"29" 1.23450154016863 -0.0232731223707199 0.00342536662087624
"30" -0.00427897870169721 -0.0422802479483243 2.02165901884543
"31" 1.44261765401753 0.00858391494947043 -0.0645481810423842
"32" 0.714548024672963 -0.0683264958200363 0.053403815386043
"33" 0.0071073405310921 0.030914414247035 0.00836047077201954
"34" 0.0217409374036663 -0.00939594640977705 2.09648570157417
"35" -0.00811981635573457 1.11907365613718 0.0238066952820522
"36" 0.0673856630037498 1.05247411239047 0.0166722336539443
"37" 1.25874130429144 0.00295630837110332 0.00596950829656232
"38" -0.231077560497952 1.59497669649429 -0.02018121433052
"39" 2.78582498013984 -0.0235814057391697 -0.0376660838150928
"40" 1.0607053095545 -0.0033600255602711 -0.0136121596151521
