"V1" "V2" "V3" "V4"
"1" 0 -0.000405258842965402 0 -0.905469866235677
"2" 0 -0.000949553523243145 0 -0.696019402731122
"3" 0 -0.000565406164670174 0 -0.822435861703576
"4" 0 -0.00139828181614512 0 -0.694312641978185
"5" 0 -0.00078407494964915 0 -0.847659944703458
"6" 0 -0.000858110177945247 0 -0.641683504308926
"7" 0 -0.00122091770853633 0 -0.644718402228026
"8" 0 -0.000449083429538532 0 -0.757534005111326
"9" 0 -0.00109064534476676 0 -0.723587791689819
"10" 0 -0.000850316702689391 0 -0.640898302148294
"11" 0 -0.000770660022723808 0 -0.737592585233633
"12" 0 -0.000455868861076562 0 -0.894475314135336
"13" 0 -0.00103969223501014 0 -0.666991708369899
"14" 0 -0.000337208083458044 0 -0.765415509950267
"15" 0 -0.000731655099888694 0 -0.741401510619904
"16" 0 -0.000654410464563621 0 -0.517909924995953
"17" 0 -0.000806050840661505 0 -0.6643903963668
"18" 0 -0.00104533390091074 0 -0.586063842248345
"19" 0 -0.000437849064347176 0 -0.841396302116601
"20" 0 -0.000891689800421322 0 -0.636088104145487
"21" 0 -0.000130223728120073 0 -0.82715565629977
"22" 0 0 0 -0.874638840131198
"23" 0 -0.00035077481043697 0 -0.825218102590228
"24" 0 -0.000238311147001403 0 -0.755586292017866
"25" 0 -0.000450007945583973 0 -0.885542400318111
"26" 0 0 0 -0.596146296069668
"27" 0 -0.000761027845530096 0 -0.667661391175716
"28" 0 -0.000390216110093623 0 -0.668043786852759
"29" 0 -0.000695520878976041 0 -0.81584699200361
"30" 0 0 0 -0.635593947863227
"31" 0 -0.000225540211496296 0 -0.818301027504901
"32" 0 -0.000905797018173297 0 -0.672358329232472
"33" 0 0 0 -0.375276697352026
"34" 0 -0.000609003147456714 0 -0.812345396864868
"35" 0 -0.000808685704852673 0 -0.682111608136984
"36" 0 -6.61921763959859e-05 0 -0.828159581799823
