"V1" "V2" "V3"
"1" 1.83259200021501 0.503927968621071 -0.159558441623324
"2" 1.25154837521294 0.337577327365821 -0.0698764311770082
"3" 0.192535367219847 0.0165687638659947 -0.0883463464841895
"4" 0.625780303546165 -0.0162830713998536 0.924960268129049
"5" 0.544937195918192 0.587832735303691 1.89423563388357
"6" 1.0733612720343 1.0382975264681 -0.746625862782218
"7" -0.471613022430415 1.08989829309683 1.38537435403237
"8" -0.191610998666856 1.96363108690635 0.689474308968123
"9" 2.91991064575983 0.193232265052555 0.347864751883714
"10" 0.335804749039905 2.92908489579421 -0.0158631797365558
"11" 0.481661238596722 2.44858844645952 -0.324927233966545
"12" 0.575023703466207 -0.0814945750881577 0.795110907187394
"13" 0.267061609988296 1.62697955537948 -0.1500207713899
"14" -1.03588151302281 2.201638671674 2.00949829320947
"15" 0.113194572414368 0.548687508995038 1.13986971542019
"16" 1.0385907445934 -0.130055316125209 1.26767871121424
"17" 0.703552203843596 0.646520151041544 -0.444944528895978
"18" 0.0216873230958121 0.628653749694303 1.22080644989941
"19" 2.7970275639298 -0.619179761547754 1.05269397967102
"20" 0.2594825840316 1.64167320594248 -0.0953321624556473
"21" 0.345896630596998 -0.0494857566006215 0.333478493067661
"22" 1.21454668966558 0.412470110291705 -0.159274337084014
"23" 0.677829281767174 0.106447928591966 0.00474772221049231
"24" 1.30594999843312 -0.22332074005381 1.54394029034318
"25" -0.154751026404409 0.578088051341836 0.354230125572212
"26" 1.57677375891509 0.205044047845167 0.0838668345827994
"27" 0.0214981401671661 2.07224840651728 0.253902914982423
"28" 0.146512515648745 0.488372173578747 -0.138237597040293
"29" 1.66246953916325 0.327901142270378 -0.0219440858999703
"30" 1.08314589297287 0.244600669432468 2.06941494066414
"31" 1.42721583628457 0.665536173907322 -0.357372350785774
"32" 1.64550758033642 -0.113831695269318 0.322604306803023
"33" 1.82861125704512 -0.78292012661003 1.06483008481471
"34" 2.77597987813422 1.07380132713491 -0.498317715839653
"35" 0.544931516808698 0.190800738481438 1.23367939420915
"36" 0.946094451719293 2.79265579114245 -1.00445803437353
"37" -0.252072971458776 2.24543289338436 0.633338215473659
"38" 0.0118201767971578 1.92975526006822 0.276747317058177
"39" 0.110711061898639 4.12204244512279 0.468706792783327
"40" 0.844750055737504 0.560574760661212 -0.436714160116622
