"V1" "V2"
"1" -0.00589502325188195 0.981947218243045
"2" 1.79467582858075 0.00414723666232809
"3" -0.0321467522561514 1.19406924548886
"4" 1.83682383669588 0.0456239914986036
"5" 0.137411017949086 0.0329770025043006
"6" -0.0490115504329447 0.965821924096667
"7" 1.54740950295812 -0.0170852058261777
"8" 0.00447888082705444 0.673214636872201
"9" 1.59352985885621 0.0282593675081607
"10" 1.41467765162658 -0.00227486430641989
"11" 0.187080365508352 0.0263608032855371
"12" -0.0267498232845499 -0.0216261930998843
"13" 0.0218413943334856 1.26587704265662
"14" 1.5775182757817 -0.00294934725887024
"15" -0.0218953590319519 0.315818569394459
"16" -0.00567930367466656 0.34224703719955
"17" 2.03442859182179 -0.00810548859435858
"18" 0.0370842094163242 1.00686873374646
"19" 0.00855653722326442 2.53314183002112
"20" 0.60541144887053 0.0118764392768243
"21" 0.675341329075411 0.00844774291048805
"22" 0.613672538244922 -0.025357642922262
"23" 1.00803212156467 -0.0448883267951633
"24" 0.435205726738385 0.0125697539947027
"25" -0.00507841576040768 0.491506971492761
"26" 2.13146991707888 -0.0167668212444801
"27" 0.957514886570048 -0.0166908773581867
"28" 1.14319306040033 -0.0221007641738502
"29" -0.0115303944086966 0.832855896457237
"30" 0.0380844310611049 1.44316174089793
"31" -0.0215643856942406 0.325101406509588
"32" -0.018244522760973 1.08134351652466
"33" -0.00715791513655369 1.45392162037734
"34" 0.0116978677194576 0.317578449323043
"35" -0.0808444021257844 1.38545411988139
"36" 0.00441522265649519 1.07489333959959
"37" 0.0109563839841436 -0.0318053498026469
"38" 0.0317996616720247 2.24290814428778
"39" 0.00894760739831822 2.07384003037797
"40" 1.18669735513005 0.0155898726712311
